0.0787649154663086,soft
9.477777004241943,medium
9.571923017501831,hard
10.69013500213623,release
11.062759160995483,soft
25.222015857696533,release
25.31616711616516,soft
33.60620403289795,medium
33.7001838684082,hard
34.072911977767944,release
34.445698976516724,soft
41.150386095047,medium
41.5232789516449,hard
42.36392688751221,release
46.27427005767822,soft
52.61162805557251,release
52.79492902755737,soft
56.43179106712341,release
56.616209983825684,soft
233.80917692184448,release
233.99795198440552,soft
235.11567497253418,release
235.2057168483734,soft
313.83338475227356,release
313.9272768497467,soft
314.2057728767395,release
314.30102014541626,soft
315.51246786117554,release
315.881098985672,soft
317.8387939929962,release
318.399817943573,soft
506.8537199497223,release
507.03798604011536,soft
555.3887810707092,release
555.4790198802948,soft
651.5215840339661,release
651.6157438755035,soft
651.9885380268097,release
652.1769571304321,soft
850.6972887516022,medium
851.5361561775208,release
852.0929989814758,soft
946.3787150382996,medium
946.751228094101,hard
948.7048099040985,release
949.3601441383362,soft
985.5056319236755,release
985.5998029708862,soft
1001.250079870224,release
1001.4383211135864,soft
