15:22:20,soft
15:22:20,medium
15:22:20,hard
15:22:20,release
15:22:27,soft
15:22:27,hard
15:22:28,release
15:22:37,soft
15:22:37,medium
15:22:37,release
15:22:42,soft
15:22:42,release
15:22:45,soft
15:22:46,release
15:23:30,soft
15:23:31,release
15:23:33,soft
15:23:33,medium
15:23:33,hard
15:23:34,release
15:24:18,soft
15:24:18,medium
15:24:18,hard
15:24:20,release
15:24:28,soft
15:24:29,release
15:24:34,soft
15:24:36,release
15:24:44,soft
15:24:44,release
15:26:34,soft
15:26:37,release
15:27:34,soft
15:27:34,release
15:28:27,soft
15:28:28,release
15:29:10,soft
15:29:14,release
15:29:20,soft
15:29:21,release
15:29:56,soft
15:29:57,release
15:31:29,soft
15:31:30,release
15:31:50,soft
15:31:51,release
15:32:04,soft
15:32:04,release
15:32:04,soft
15:32:05,release
15:32:05,soft
15:32:06,release
15:32:19,soft
15:32:20,release
15:32:20,soft
15:32:20,release
15:32:20,soft
15:32:21,release
15:32:28,soft
15:32:30,release
15:32:56,soft
15:32:57,release
15:33:12,soft
15:33:13,release
15:33:45,soft
15:33:45,release
15:34:54,soft
15:34:55,release
15:34:56,soft
15:34:58,release
15:34:58,soft
15:34:59,release
15:34:59,soft
15:35:02,release
15:35:02,soft
15:35:03,release
15:35:46,soft
15:35:49,release
15:35:50,soft
15:35:51,release
15:35:54,soft
15:35:55,release
15:35:55,soft
15:35:55,release
15:36:10,soft
15:36:10,release
15:36:10,soft
15:36:11,release
15:38:12,soft
15:38:12,release
15:39:30,soft
15:39:30,release
15:22:20,soft
15:22:20,medium
15:22:20,hard
15:22:20,release
15:22:27,soft
15:22:27,hard
15:22:28,release
15:22:37,soft
15:22:37,medium
15:22:37,release
15:22:42,soft
15:22:42,release
15:22:45,soft
15:22:46,release
15:23:30,soft
15:23:31,release
15:23:33,soft
15:23:33,medium
15:23:33,hard
15:23:34,release
15:24:18,soft
15:24:18,medium
15:24:18,hard
15:24:20,release
15:24:28,soft
15:24:29,release
15:24:34,soft
15:24:36,release
15:24:44,soft
15:24:44,release
15:26:34,soft
15:26:37,release
15:27:34,soft
15:27:34,release
15:28:27,soft
15:28:28,release
15:29:10,soft
15:29:14,release
15:29:20,soft
15:29:21,release
15:29:56,soft
15:29:57,release
15:31:29,soft
15:31:30,release
15:31:50,soft
15:31:51,release
15:32:04,soft
15:32:04,release
15:32:04,soft
15:32:05,release
15:32:05,soft
15:32:06,release
15:32:19,soft
15:32:20,release
15:32:20,soft
15:32:20,release
15:32:20,soft
15:32:21,release
15:32:28,soft
15:32:30,release
15:32:56,soft
15:32:57,release
15:33:12,soft
15:33:13,release
15:33:45,soft
15:33:45,release
15:34:54,soft
15:34:55,release
15:34:56,soft
15:34:58,release
15:34:58,soft
15:34:59,release
15:34:59,soft
15:35:02,release
15:35:02,soft
15:35:03,release
15:35:46,soft
15:35:49,release
15:35:50,soft
15:35:51,release
15:35:54,soft
15:35:55,release
15:35:55,soft
15:35:55,release
15:36:10,soft
15:36:10,release
15:36:10,soft
15:36:11,release
15:38:12,soft
15:38:12,release
15:39:30,soft
15:39:30,release
15:22:20,soft
15:22:20,medium
15:22:20,hard
15:22:20,release
15:22:27,soft
15:22:27,hard
15:22:28,release
15:22:37,soft
15:22:37,medium
15:22:37,release
15:22:42,soft
15:22:42,release
15:22:45,soft
15:22:46,release
15:23:30,soft
15:23:31,release
15:23:33,soft
15:23:33,medium
15:23:33,hard
15:23:34,release
15:24:18,soft
15:24:18,medium
15:24:18,hard
15:24:20,release
15:24:28,soft
15:24:29,release
15:24:34,soft
15:24:36,release
15:24:44,soft
15:24:44,release
15:26:34,soft
15:26:37,release
15:27:34,soft
15:27:34,release
15:28:27,soft
15:28:28,release
15:29:10,soft
15:29:14,release
15:29:20,soft
15:29:21,release
15:29:56,soft
15:29:57,release
15:31:29,soft
15:31:30,release
15:31:50,soft
15:31:51,release
15:32:04,soft
15:32:04,release
15:32:04,soft
15:32:05,release
15:32:05,soft
15:32:06,release
15:32:19,soft
15:32:20,release
15:32:20,soft
15:32:20,release
15:32:20,soft
15:32:21,release
15:32:28,soft
15:32:30,release
15:32:56,soft
15:32:57,release
15:33:12,soft
15:33:13,release
15:33:45,soft
15:33:45,release
15:34:54,soft
15:34:55,release
15:34:56,soft
15:34:58,release
15:34:58,soft
15:34:59,release
15:34:59,soft
15:35:02,release
15:35:02,soft
15:35:03,release
15:35:46,soft
15:35:49,release
15:35:50,soft
15:35:51,release
15:35:54,soft
15:35:55,release
15:35:55,soft
15:35:55,release
15:36:10,soft
15:36:10,release
15:36:10,soft
15:36:11,release
15:38:12,soft
15:38:12,release
15:39:30,soft
15:39:30,release
